Salary,Age,StockOptionLevel,YearsAtCompany,EducationLevel,EnvironmentSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating
48835,32,1,8,1,4.0,1.0,0.0,5.0,4.0
48835,32,1,8,1,3.0,1.0,1.0,4.0,3.0
48835,32,1,8,1,5.0,3.0,2.0,5.0,4.0
48835,32,1,8,1,5.0,3.0,2.0,5.0,5.0
48835,32,1,8,1,3.0,1.0,0.0,5.0,4.0
48835,32,1,8,1,4.0,1.0,0.0,5.0,4.0
48835,32,1,8,1,4.0,2.0,3.0,4.0,4.0
48835,32,1,8,1,5.0,1.0,1.0,5.0,4.0
48835,32,1,8,1,3.0,1.0,2.0,3.0,3.0
48835,32,1,8,1,3.0,2.0,1.0,3.0,2.0
218406,28,1,10,High School ,4.0,1.0,2.0,5.0,4.0
218406,28,1,10,High School ,3.0,2.0,0.0,5.0,5.0
218406,28,1,10,High School ,4.0,1.0,1.0,5.0,4.0
218406,28,1,10,High School ,5.0,3.0,0.0,5.0,4.0
218406,28,1,10,High School ,3.0,2.0,1.0,3.0,2.0
218406,28,1,10,High School ,4.0,3.0,1.0,5.0,5.0
218406,28,1,10,High School ,3.0,2.0,1.0,4.0,4.0
218406,28,1,10,High School ,3.0,1.0,1.0,3.0,3.0
42333,40,1,10,Masters ,4.0,1.0,3.0,5.0,4.0
42333,40,1,10,Masters ,3.0,3.0,0.0,3.0,2.0
42333,40,1,10,Masters ,4.0,3.0,0.0,5.0,5.0
42333,40,1,10,Masters ,4.0,1.0,0.0,4.0,4.0
42333,40,1,10,Masters ,3.0,1.0,1.0,3.0,2.0
42333,40,1,10,Masters ,4.0,3.0,0.0,5.0,4.0
42333,40,1,10,Masters ,3.0,3.0,1.0,5.0,4.0
42333,40,1,10,Masters ,3.0,2.0,1.0,4.0,3.0
300299,39,1,10,High School ,3.0,1.0,2.0,5.0,5.0
300299,39,1,10,High School ,3.0,3.0,1.0,3.0,3.0
300299,39,1,10,High School ,5.0,3.0,1.0,5.0,5.0
300299,39,1,10,High School ,5.0,2.0,0.0,3.0,2.0
300299,39,1,10,High School ,4.0,2.0,0.0,4.0,4.0
300299,39,1,10,High School ,4.0,1.0,0.0,3.0,3.0
300299,39,1,10,High School ,4.0,3.0,3.0,4.0,4.0
300299,39,1,10,High School ,3.0,3.0,0.0,4.0,4.0
173246,34,0,9,High School ,3.0,2.0,1.0,3.0,3.0
173246,34,0,9,High School ,4.0,2.0,0.0,4.0,3.0
173246,34,0,9,High School ,3.0,2.0,3.0,5.0,4.0
173246,34,0,9,High School ,4.0,2.0,2.0,4.0,4.0
173246,34,0,9,High School ,3.0,3.0,0.0,4.0,3.0
173246,34,0,9,High School ,4.0,2.0,3.0,4.0,4.0
173246,34,0,9,High School ,5.0,1.0,0.0,4.0,4.0
173246,34,0,9,High School ,5.0,1.0,2.0,4.0,4.0
173246,34,0,9,High School ,3.0,2.0,0.0,3.0,2.0
173246,34,0,9,High School ,5.0,1.0,0.0,3.0,2.0
67264,35,0,10,1,5.0,2.0,1.0,3.0,2.0
67264,35,0,10,1,5.0,3.0,1.0,5.0,5.0
67264,35,0,10,1,4.0,2.0,1.0,3.0,3.0
67264,35,0,10,1,5.0,3.0,1.0,3.0,3.0
67264,35,0,10,1,4.0,2.0,3.0,5.0,4.0
67264,35,0,10,1,5.0,1.0,3.0,4.0,4.0
67264,35,0,10,1,5.0,2.0,1.0,4.0,3.0
67264,35,0,10,1,4.0,2.0,3.0,5.0,5.0
93591,29,1,10,Bachelors ,3.0,1.0,2.0,3.0,3.0
93591,29,1,10,Bachelors ,5.0,3.0,0.0,3.0,2.0
93591,29,1,10,Bachelors ,4.0,2.0,1.0,4.0,3.0
93591,29,1,10,Bachelors ,4.0,2.0,1.0,4.0,4.0
93591,29,1,10,Bachelors ,4.0,2.0,0.0,3.0,3.0
93591,29,1,10,Bachelors ,4.0,1.0,1.0,3.0,3.0
93591,29,1,10,Bachelors ,4.0,2.0,3.0,4.0,4.0
93591,29,1,10,Bachelors ,3.0,3.0,0.0,5.0,5.0
82099,37,2,10,Bachelors ,3.0,1.0,2.0,4.0,4.0
82099,37,2,10,Bachelors ,4.0,2.0,2.0,4.0,3.0
82099,37,2,10,Bachelors ,5.0,2.0,3.0,3.0,3.0
82099,37,2,10,Bachelors ,4.0,3.0,2.0,4.0,3.0
82099,37,2,10,Bachelors ,3.0,1.0,3.0,3.0,2.0
82099,37,2,10,Bachelors ,5.0,2.0,3.0,4.0,3.0
82099,37,2,10,Bachelors ,5.0,2.0,0.0,4.0,4.0
82099,37,2,10,Bachelors ,5.0,2.0,0.0,5.0,5.0
83590,38,1,10,Masters ,4.0,3.0,2.0,3.0,3.0
83590,38,1,10,Masters ,3.0,2.0,1.0,4.0,3.0
83590,38,1,10,Masters ,3.0,2.0,1.0,4.0,3.0
83590,38,1,10,Masters ,3.0,1.0,2.0,3.0,2.0
83590,38,1,10,Masters ,5.0,2.0,3.0,3.0,3.0
83590,38,1,10,Masters ,5.0,3.0,2.0,3.0,2.0
83590,38,1,10,Masters ,5.0,1.0,1.0,5.0,4.0
83590,38,1,10,Masters ,3.0,3.0,0.0,3.0,3.0
122811,29,0,2,High School ,4.0,2.0,1.0,3.0,3.0
122811,29,0,2,High School ,3.0,1.0,0.0,4.0,3.0
122811,29,0,2,High School ,5.0,2.0,0.0,4.0,4.0
122811,29,0,2,High School ,3.0,1.0,0.0,4.0,3.0
122811,29,0,2,High School ,5.0,3.0,0.0,5.0,5.0
122811,29,0,2,High School ,5.0,1.0,1.0,3.0,3.0
122811,29,0,2,High School ,5.0,1.0,0.0,4.0,3.0
122811,29,0,2,High School ,5.0,3.0,1.0,5.0,4.0
122811,29,0,2,High School ,4.0,2.0,1.0,5.0,5.0
122811,29,0,2,High School ,3.0,2.0,0.0,4.0,4.0
58551,40,0,10,1,5.0,3.0,1.0,4.0,4.0
58551,40,0,10,1,5.0,3.0,0.0,3.0,2.0
58551,40,0,10,1,5.0,2.0,0.0,3.0,2.0
58551,40,0,10,1,5.0,2.0,1.0,5.0,4.0
58551,40,0,10,1,1.0,1.0,2.0,4.0,4.0
58551,40,0,10,1,4.0,2.0,0.0,4.0,3.0
58551,40,0,10,1,4.0,1.0,0.0,5.0,5.0
58551,40,0,10,1,5.0,1.0,1.0,3.0,2.0
53325,44,1,10,Bachelors ,4.0,2.0,0.0,5.0,4.0
53325,44,1,10,Bachelors ,5.0,3.0,1.0,5.0,4.0
53325,44,1,10,Bachelors ,3.0,1.0,2.0,5.0,5.0
53325,44,1,10,Bachelors ,3.0,2.0,1.0,4.0,3.0
53325,44,1,10,Bachelors ,3.0,3.0,2.0,5.0,4.0
53325,44,1,10,Bachelors ,3.0,2.0,1.0,4.0,4.0
53325,44,1,10,Bachelors ,4.0,2.0,0.0,3.0,2.0
53325,44,1,10,Bachelors ,3.0,1.0,0.0,5.0,5.0
47326,45,1,10,Masters ,5.0,1.0,1.0,3.0,2.0
47326,45,1,10,Masters ,5.0,1.0,1.0,4.0,4.0
47326,45,1,10,Masters ,5.0,3.0,0.0,5.0,5.0
47326,45,1,10,Masters ,5.0,1.0,1.0,4.0,4.0
47326,45,1,10,Masters ,3.0,2.0,0.0,4.0,4.0
47326,45,1,10,Masters ,3.0,1.0,1.0,5.0,4.0
47326,45,1,10,Masters ,4.0,1.0,2.0,4.0,3.0
47326,45,1,10,Masters ,3.0,2.0,1.0,4.0,4.0
48147,41,1,10,1,5.0,2.0,3.0,5.0,5.0
48147,41,1,10,1,3.0,2.0,2.0,4.0,3.0
48147,41,1,10,1,3.0,2.0,1.0,4.0,4.0
48147,41,1,10,1,4.0,3.0,1.0,5.0,4.0
48147,41,1,10,1,4.0,3.0,1.0,5.0,5.0
48147,41,1,10,1,3.0,1.0,1.0,4.0,4.0
48147,41,1,10,1,3.0,3.0,1.0,5.0,5.0
48147,41,1,10,1,3.0,2.0,0.0,5.0,4.0
463051,42,1,10,Bachelors ,3.0,3.0,2.0,3.0,3.0
463051,42,1,10,Bachelors ,3.0,1.0,0.0,5.0,4.0
463051,42,1,10,Bachelors ,4.0,2.0,0.0,3.0,2.0
463051,42,1,10,Bachelors ,3.0,3.0,0.0,5.0,5.0
463051,42,1,10,Bachelors ,5.0,2.0,1.0,5.0,4.0
463051,42,1,10,Bachelors ,5.0,1.0,0.0,5.0,4.0
463051,42,1,10,Bachelors ,5.0,2.0,0.0,5.0,5.0
463051,42,1,10,Bachelors ,5.0,1.0,0.0,5.0,4.0
111294,36,1,10,Bachelors ,4.0,1.0,0.0,3.0,3.0
111294,36,1,10,Bachelors ,5.0,1.0,0.0,4.0,4.0
111294,36,1,10,Bachelors ,3.0,2.0,1.0,5.0,4.0
111294,36,1,10,Bachelors ,3.0,3.0,1.0,5.0,5.0
111294,36,1,10,Bachelors ,5.0,2.0,1.0,3.0,2.0
111294,36,1,10,Bachelors ,4.0,3.0,1.0,5.0,4.0
111294,36,1,10,Bachelors ,3.0,2.0,0.0,3.0,2.0
111294,36,1,10,Bachelors ,4.0,2.0,2.0,4.0,4.0
542695,35,0,10,Bachelors ,3.0,1.0,1.0,4.0,4.0
542695,35,0,10,Bachelors ,5.0,3.0,1.0,5.0,4.0
542695,35,0,10,Bachelors ,5.0,3.0,2.0,5.0,5.0
542695,35,0,10,Bachelors ,3.0,1.0,2.0,5.0,4.0
542695,35,0,10,Bachelors ,4.0,3.0,3.0,3.0,3.0
542695,35,0,10,Bachelors ,5.0,1.0,0.0,3.0,3.0
542695,35,0,10,Bachelors ,5.0,1.0,1.0,4.0,4.0
542695,35,0,10,Bachelors ,5.0,3.0,0.0,4.0,4.0
64795,45,3,10,1,5.0,2.0,3.0,3.0,3.0
64795,45,3,10,1,3.0,3.0,1.0,4.0,3.0
64795,45,3,10,1,3.0,3.0,1.0,3.0,2.0
64795,45,3,10,1,4.0,1.0,3.0,3.0,3.0
64795,45,3,10,1,4.0,1.0,1.0,3.0,2.0
64795,45,3,10,1,5.0,1.0,0.0,5.0,4.0
64795,45,3,10,1,4.0,2.0,2.0,3.0,3.0
64795,45,3,10,1,3.0,1.0,0.0,5.0,5.0
59086,35,1,10,Masters ,5.0,3.0,0.0,3.0,2.0
59086,35,1,10,Masters ,3.0,1.0,3.0,5.0,5.0
59086,35,1,10,Masters ,4.0,2.0,0.0,4.0,4.0
59086,35,1,10,Masters ,4.0,1.0,2.0,4.0,4.0
59086,35,1,10,Masters ,5.0,2.0,0.0,3.0,3.0
59086,35,1,10,Masters ,5.0,3.0,3.0,5.0,4.0
59086,35,1,10,Masters ,3.0,1.0,1.0,3.0,2.0
59086,35,1,10,Masters ,4.0,2.0,2.0,3.0,2.0
116966,41,2,10,Bachelors ,5.0,1.0,1.0,5.0,4.0
116966,41,2,10,Bachelors ,4.0,2.0,3.0,4.0,3.0
116966,41,2,10,Bachelors ,3.0,1.0,2.0,3.0,3.0
116966,41,2,10,Bachelors ,5.0,1.0,0.0,3.0,2.0
116966,41,2,10,Bachelors ,3.0,3.0,1.0,4.0,4.0
116966,41,2,10,Bachelors ,3.0,2.0,0.0,4.0,4.0
116966,41,2,10,Bachelors ,3.0,2.0,2.0,3.0,2.0
116966,41,2,10,Bachelors ,3.0,3.0,0.0,5.0,4.0
137427,39,0,10,Masters ,3.0,2.0,2.0,4.0,3.0
137427,39,0,10,Masters ,4.0,3.0,0.0,5.0,5.0
137427,39,0,10,Masters ,5.0,1.0,2.0,3.0,2.0
137427,39,0,10,Masters ,4.0,2.0,0.0,5.0,5.0
137427,39,0,10,Masters ,5.0,2.0,0.0,3.0,3.0
137427,39,0,10,Masters ,4.0,1.0,0.0,5.0,4.0
137427,39,0,10,Masters ,1.0,3.0,2.0,4.0,4.0
137427,39,0,10,Masters ,3.0,2.0,1.0,4.0,4.0
47464,48,0,10,1,3.0,3.0,1.0,5.0,5.0
47464,48,0,10,1,4.0,1.0,1.0,3.0,3.0
47464,48,0,10,1,5.0,1.0,0.0,4.0,3.0
47464,48,0,10,1,4.0,2.0,0.0,4.0,3.0
47464,48,0,10,1,4.0,1.0,0.0,3.0,2.0
47464,48,0,10,1,4.0,2.0,2.0,3.0,3.0
47464,48,0,10,1,5.0,2.0,1.0,5.0,4.0
47464,48,0,10,1,3.0,3.0,0.0,4.0,3.0
150731,46,2,10,High School ,3.0,2.0,2.0,5.0,5.0
150731,46,2,10,High School ,4.0,2.0,0.0,5.0,4.0
150731,46,2,10,High School ,3.0,3.0,3.0,5.0,4.0
150731,46,2,10,High School ,4.0,3.0,1.0,5.0,4.0
150731,46,2,10,High School ,5.0,1.0,1.0,3.0,2.0
150731,46,2,10,High School ,3.0,1.0,1.0,5.0,4.0
150731,46,2,10,High School ,4.0,1.0,0.0,5.0,5.0
150731,46,2,10,High School ,5.0,1.0,1.0,5.0,5.0
436813,43,2,10,Bachelors ,5.0,3.0,0.0,4.0,4.0
436813,43,2,10,Bachelors ,4.0,3.0,2.0,4.0,4.0
436813,43,2,10,Bachelors ,3.0,2.0,0.0,5.0,5.0
436813,43,2,10,Bachelors ,3.0,1.0,3.0,4.0,4.0
436813,43,2,10,Bachelors ,4.0,1.0,0.0,5.0,4.0
436813,43,2,10,Bachelors ,3.0,1.0,1.0,4.0,4.0
436813,43,2,10,Bachelors ,3.0,2.0,0.0,5.0,5.0
436813,43,2,10,Bachelors ,3.0,3.0,3.0,5.0,5.0
205159,46,1,10,1,3.0,3.0,1.0,3.0,2.0
205159,46,1,10,1,5.0,3.0,1.0,5.0,5.0
205159,46,1,10,1,5.0,2.0,1.0,3.0,2.0
205159,46,1,10,1,5.0,2.0,1.0,5.0,4.0
205159,46,1,10,1,4.0,3.0,0.0,5.0,5.0
205159,46,1,10,1,3.0,3.0,1.0,5.0,5.0
205159,46,1,10,1,2.0,3.0,0.0,5.0,4.0
205159,46,1,10,1,3.0,2.0,0.0,3.0,2.0
70771,30,1,10,Bachelors ,4.0,1.0,0.0,4.0,4.0
70771,30,1,10,Bachelors ,5.0,1.0,1.0,4.0,4.0
70771,30,1,10,Bachelors ,4.0,1.0,1.0,3.0,2.0
70771,30,1,10,Bachelors ,5.0,3.0,0.0,4.0,3.0
70771,30,1,10,Bachelors ,5.0,1.0,3.0,4.0,4.0
70771,30,1,10,Bachelors ,3.0,1.0,2.0,5.0,4.0
70771,30,1,10,Bachelors ,4.0,3.0,0.0,5.0,5.0
70771,30,1,10,Bachelors ,5.0,2.0,3.0,4.0,3.0
126238,30,0,10,High School ,4.0,2.0,2.0,4.0,3.0
126238,30,0,10,High School ,5.0,3.0,0.0,5.0,4.0
126238,30,0,10,High School ,5.0,1.0,0.0,3.0,3.0
126238,30,0,10,High School ,4.0,1.0,1.0,5.0,5.0
126238,30,0,10,High School ,5.0,3.0,0.0,3.0,2.0
126238,30,0,10,High School ,3.0,3.0,0.0,3.0,3.0
126238,30,0,10,High School ,4.0,1.0,2.0,4.0,4.0
126238,30,0,10,High School ,3.0,3.0,1.0,3.0,3.0
58685,39,0,9,High School ,3.0,3.0,2.0,4.0,3.0
58685,39,0,9,High School ,4.0,2.0,1.0,3.0,3.0
58685,39,0,9,High School ,3.0,1.0,1.0,3.0,3.0
58685,39,0,9,High School ,5.0,3.0,0.0,3.0,2.0
58685,39,0,9,High School ,4.0,1.0,1.0,4.0,4.0
58685,39,0,9,High School ,5.0,1.0,1.0,3.0,2.0
58685,39,0,9,High School ,4.0,3.0,1.0,3.0,2.0
58685,39,0,9,High School ,1.0,3.0,0.0,4.0,4.0
58685,39,0,9,High School ,4.0,1.0,0.0,4.0,4.0
58685,39,0,9,High School ,4.0,2.0,1.0,3.0,3.0
182764,35,2,10,5,4.0,2.0,0.0,3.0,3.0
182764,35,2,10,5,4.0,2.0,1.0,5.0,4.0
182764,35,2,10,5,5.0,1.0,2.0,4.0,4.0
182764,35,2,10,5,4.0,3.0,1.0,5.0,4.0
182764,35,2,10,5,4.0,3.0,3.0,4.0,3.0
182764,35,2,10,5,4.0,3.0,3.0,5.0,4.0
182764,35,2,10,5,3.0,2.0,1.0,3.0,2.0
182764,35,2,10,5,3.0,3.0,0.0,5.0,5.0
47995,35,3,10,Bachelors ,2.0,1.0,1.0,5.0,4.0
47995,35,3,10,Bachelors ,5.0,3.0,0.0,4.0,4.0
47995,35,3,10,Bachelors ,3.0,1.0,3.0,5.0,5.0
47995,35,3,10,Bachelors ,3.0,2.0,3.0,3.0,2.0
47995,35,3,10,Bachelors ,5.0,2.0,1.0,4.0,3.0
47995,35,3,10,Bachelors ,4.0,3.0,1.0,4.0,3.0
47995,35,3,10,Bachelors ,4.0,2.0,0.0,4.0,4.0
47995,35,3,10,Bachelors ,3.0,3.0,1.0,3.0,2.0
48930,28,1,7,Bachelors ,3.0,1.0,0.0,3.0,3.0
48930,28,1,7,Bachelors ,4.0,1.0,1.0,3.0,3.0
48930,28,1,7,Bachelors ,3.0,2.0,2.0,4.0,3.0
48930,28,1,7,Bachelors ,5.0,2.0,2.0,5.0,5.0
48930,28,1,7,Bachelors ,5.0,3.0,1.0,3.0,3.0
48930,28,1,7,Bachelors ,4.0,3.0,0.0,5.0,4.0
48930,28,1,7,Bachelors ,3.0,3.0,1.0,3.0,3.0
48930,28,1,7,Bachelors ,3.0,3.0,1.0,5.0,5.0
48930,28,1,7,Bachelors ,5.0,1.0,0.0,3.0,2.0
48930,28,1,7,Bachelors ,5.0,3.0,0.0,3.0,2.0
102964,46,2,10,High School ,4.0,1.0,1.0,4.0,4.0
102964,46,2,10,High School ,5.0,2.0,0.0,3.0,3.0
102964,46,2,10,High School ,3.0,3.0,3.0,3.0,3.0
102964,46,2,10,High School ,4.0,3.0,1.0,5.0,4.0
102964,46,2,10,High School ,5.0,3.0,0.0,4.0,4.0
102964,46,2,10,High School ,5.0,2.0,2.0,3.0,2.0
102964,46,2,10,High School ,5.0,1.0,0.0,4.0,3.0
102964,46,2,10,High School ,3.0,1.0,2.0,5.0,4.0
482510,43,1,10,5,3.0,2.0,0.0,4.0,3.0
482510,43,1,10,5,4.0,2.0,3.0,3.0,2.0
482510,43,1,10,5,3.0,1.0,0.0,5.0,4.0
482510,43,1,10,5,3.0,1.0,1.0,5.0,5.0
482510,43,1,10,5,3.0,3.0,1.0,4.0,4.0
482510,43,1,10,5,4.0,3.0,2.0,3.0,3.0
482510,43,1,10,5,4.0,1.0,0.0,4.0,3.0
482510,43,1,10,5,3.0,3.0,1.0,4.0,4.0
116057,36,1,10,Masters ,4.0,3.0,1.0,5.0,4.0
116057,36,1,10,Masters ,4.0,3.0,3.0,5.0,5.0
116057,36,1,10,Masters ,4.0,3.0,1.0,4.0,4.0
116057,36,1,10,Masters ,4.0,2.0,1.0,3.0,3.0
116057,36,1,10,Masters ,4.0,3.0,1.0,4.0,4.0
116057,36,1,10,Masters ,3.0,3.0,2.0,5.0,5.0
116057,36,1,10,Masters ,3.0,3.0,2.0,5.0,5.0
116057,36,1,10,Masters ,5.0,3.0,1.0,4.0,4.0
90264,45,0,10,1,4.0,2.0,1.0,3.0,3.0
90264,45,0,10,1,4.0,1.0,0.0,5.0,5.0
90264,45,0,10,1,5.0,2.0,2.0,3.0,3.0
90264,45,0,10,1,5.0,2.0,1.0,3.0,3.0
90264,45,0,10,1,4.0,3.0,0.0,3.0,2.0
90264,45,0,10,1,5.0,1.0,2.0,4.0,4.0
90264,45,0,10,1,2.0,3.0,0.0,3.0,3.0
90264,45,0,10,1,4.0,1.0,2.0,4.0,4.0
106277,42,2,10,Masters ,5.0,3.0,0.0,3.0,2.0
106277,42,2,10,Masters ,4.0,1.0,0.0,4.0,4.0
106277,42,2,10,Masters ,5.0,1.0,3.0,5.0,4.0
106277,42,2,10,Masters ,3.0,3.0,0.0,3.0,3.0
106277,42,2,10,Masters ,4.0,2.0,0.0,4.0,4.0
106277,42,2,10,Masters ,4.0,2.0,2.0,5.0,5.0
106277,42,2,10,Masters ,5.0,1.0,2.0,5.0,5.0
106277,42,2,10,Masters ,5.0,3.0,0.0,4.0,3.0
264285,39,1,10,1,4.0,3.0,1.0,4.0,3.0
264285,39,1,10,1,5.0,2.0,1.0,5.0,5.0
264285,39,1,10,1,5.0,3.0,0.0,5.0,4.0
264285,39,1,10,1,3.0,3.0,1.0,5.0,5.0
264285,39,1,10,1,5.0,3.0,2.0,5.0,5.0
264285,39,1,10,1,4.0,3.0,0.0,4.0,4.0
264285,39,1,10,1,4.0,2.0,1.0,5.0,5.0
264285,39,1,10,1,3.0,2.0,2.0,4.0,3.0
357371,34,1,10,High School ,3.0,3.0,1.0,5.0,5.0
357371,34,1,10,High School ,5.0,1.0,0.0,5.0,4.0
357371,34,1,10,High School ,4.0,2.0,1.0,4.0,4.0
357371,34,1,10,High School ,5.0,1.0,2.0,4.0,4.0
357371,34,1,10,High School ,5.0,2.0,1.0,4.0,4.0
357371,34,1,10,High School ,3.0,2.0,0.0,3.0,2.0
357371,34,1,10,High School ,3.0,1.0,1.0,4.0,4.0
357371,34,1,10,High School ,5.0,1.0,0.0,5.0,4.0
197592,41,0,10,Bachelors ,4.0,1.0,1.0,3.0,2.0
197592,41,0,10,Bachelors ,3.0,2.0,0.0,5.0,4.0
197592,41,0,10,Bachelors ,3.0,3.0,0.0,5.0,5.0
197592,41,0,10,Bachelors ,4.0,1.0,2.0,4.0,3.0
197592,41,0,10,Bachelors ,3.0,1.0,3.0,3.0,2.0
197592,41,0,10,Bachelors ,2.0,1.0,2.0,4.0,4.0
197592,41,0,10,Bachelors ,3.0,2.0,0.0,4.0,3.0
197592,41,0,10,Bachelors ,4.0,3.0,3.0,3.0,3.0
97153,30,1,10,Bachelors ,3.0,3.0,1.0,4.0,3.0
97153,30,1,10,Bachelors ,4.0,1.0,3.0,3.0,3.0
97153,30,1,10,Bachelors ,2.0,1.0,0.0,5.0,5.0
97153,30,1,10,Bachelors ,3.0,1.0,0.0,5.0,4.0
97153,30,1,10,Bachelors ,3.0,2.0,1.0,5.0,5.0
97153,30,1,10,Bachelors ,4.0,1.0,0.0,4.0,4.0
97153,30,1,10,Bachelors ,4.0,3.0,1.0,3.0,3.0
97153,30,1,10,Bachelors ,3.0,3.0,1.0,5.0,5.0
65416,38,0,10,Bachelors ,3.0,3.0,0.0,4.0,3.0
65416,38,0,10,Bachelors ,4.0,3.0,0.0,3.0,3.0
65416,38,0,10,Bachelors ,3.0,2.0,2.0,5.0,5.0
65416,38,0,10,Bachelors ,1.0,3.0,1.0,4.0,4.0
65416,38,0,10,Bachelors ,5.0,2.0,0.0,4.0,3.0
65416,38,0,10,Bachelors ,5.0,1.0,0.0,5.0,5.0
65416,38,0,10,Bachelors ,3.0,2.0,1.0,3.0,2.0
65416,38,0,10,Bachelors ,3.0,3.0,1.0,3.0,2.0
117151,35,1,10,High School ,4.0,1.0,0.0,5.0,4.0
117151,35,1,10,High School ,4.0,3.0,1.0,3.0,2.0
117151,35,1,10,High School ,3.0,1.0,0.0,4.0,3.0
117151,35,1,10,High School ,3.0,1.0,1.0,5.0,4.0
117151,35,1,10,High School ,5.0,1.0,2.0,5.0,5.0
117151,35,1,10,High School ,3.0,1.0,2.0,3.0,2.0
117151,35,1,10,High School ,2.0,3.0,0.0,5.0,5.0
117151,35,1,10,High School ,5.0,2.0,1.0,4.0,3.0
105748,32,2,10,Masters ,4.0,1.0,0.0,5.0,4.0
105748,32,2,10,Masters ,5.0,2.0,1.0,4.0,3.0
105748,32,2,10,Masters ,3.0,3.0,0.0,5.0,5.0
105748,32,2,10,Masters ,3.0,2.0,2.0,5.0,5.0
105748,32,2,10,Masters ,4.0,1.0,1.0,3.0,2.0
105748,32,2,10,Masters ,5.0,3.0,2.0,5.0,5.0
105748,32,2,10,Masters ,3.0,2.0,2.0,4.0,3.0
105748,32,2,10,Masters ,5.0,1.0,3.0,4.0,3.0
56608,46,3,10,Masters ,3.0,2.0,1.0,3.0,2.0
56608,46,3,10,Masters ,4.0,2.0,0.0,4.0,3.0
56608,46,3,10,Masters ,4.0,1.0,0.0,4.0,4.0
56608,46,3,10,Masters ,5.0,3.0,2.0,3.0,3.0
56608,46,3,10,Masters ,3.0,2.0,1.0,3.0,3.0
56608,46,3,10,Masters ,3.0,3.0,0.0,3.0,3.0
56608,46,3,10,Masters ,1.0,1.0,1.0,4.0,3.0
56608,46,3,10,Masters ,4.0,3.0,0.0,3.0,2.0
194823,30,1,10,Masters ,4.0,2.0,0.0,4.0,4.0
194823,30,1,10,Masters ,4.0,3.0,0.0,5.0,4.0
194823,30,1,10,Masters ,5.0,1.0,2.0,4.0,4.0
194823,30,1,10,Masters ,3.0,2.0,1.0,4.0,3.0
194823,30,1,10,Masters ,5.0,3.0,1.0,3.0,2.0
194823,30,1,10,Masters ,3.0,2.0,1.0,3.0,3.0
194823,30,1,10,Masters ,4.0,2.0,2.0,4.0,4.0
194823,30,1,10,Masters ,4.0,2.0,2.0,3.0,3.0
205433,28,0,4,5,3.0,1.0,0.0,5.0,4.0
205433,28,0,4,5,5.0,3.0,1.0,3.0,3.0
205433,28,0,4,5,5.0,2.0,0.0,4.0,4.0
205433,28,0,4,5,4.0,2.0,1.0,3.0,2.0
205433,28,0,4,5,4.0,1.0,1.0,5.0,4.0
205433,28,0,4,5,4.0,2.0,2.0,5.0,4.0
205433,28,0,4,5,5.0,1.0,0.0,3.0,3.0
205433,28,0,4,5,4.0,2.0,2.0,4.0,3.0
205433,28,0,4,5,4.0,3.0,1.0,5.0,5.0
205433,28,0,4,5,4.0,2.0,1.0,4.0,4.0
126463,42,1,10,Masters ,5.0,2.0,2.0,3.0,2.0
126463,42,1,10,Masters ,3.0,1.0,2.0,3.0,3.0
126463,42,1,10,Masters ,5.0,2.0,3.0,5.0,4.0
126463,42,1,10,Masters ,4.0,3.0,3.0,5.0,4.0
126463,42,1,10,Masters ,4.0,2.0,0.0,4.0,4.0
126463,42,1,10,Masters ,5.0,3.0,1.0,4.0,3.0
126463,42,1,10,Masters ,5.0,2.0,0.0,4.0,3.0
126463,42,1,10,Masters ,3.0,3.0,2.0,3.0,3.0
133616,47,0,10,5,3.0,1.0,0.0,4.0,4.0
133616,47,0,10,5,4.0,1.0,1.0,3.0,2.0
133616,47,0,10,5,5.0,2.0,1.0,5.0,5.0
133616,47,0,10,5,3.0,3.0,2.0,5.0,4.0
133616,47,0,10,5,5.0,3.0,2.0,4.0,4.0
133616,47,0,10,5,5.0,1.0,1.0,3.0,2.0
133616,47,0,10,5,5.0,3.0,0.0,5.0,5.0
133616,47,0,10,5,4.0,1.0,2.0,5.0,5.0
208338,36,0,10,Bachelors ,5.0,2.0,2.0,3.0,2.0
208338,36,0,10,Bachelors ,3.0,1.0,0.0,5.0,4.0
208338,36,0,10,Bachelors ,3.0,2.0,0.0,4.0,3.0
208338,36,0,10,Bachelors ,5.0,2.0,0.0,4.0,3.0
208338,36,0,10,Bachelors ,3.0,3.0,0.0,3.0,2.0
208338,36,0,10,Bachelors ,5.0,3.0,1.0,4.0,3.0
208338,36,0,10,Bachelors ,3.0,1.0,1.0,3.0,3.0
208338,36,0,10,Bachelors ,5.0,1.0,2.0,3.0,2.0
187930,31,3,3,Bachelors ,4.0,2.0,2.0,4.0,3.0
187930,31,3,3,Bachelors ,4.0,1.0,1.0,5.0,4.0
187930,31,3,3,Bachelors ,4.0,2.0,1.0,3.0,3.0
187930,31,3,3,Bachelors ,4.0,1.0,1.0,4.0,3.0
187930,31,3,3,Bachelors ,3.0,1.0,0.0,5.0,4.0
187930,31,3,3,Bachelors ,5.0,1.0,0.0,4.0,4.0
187930,31,3,3,Bachelors ,4.0,1.0,1.0,5.0,5.0
187930,31,3,3,Bachelors ,5.0,2.0,2.0,5.0,4.0
187930,31,3,3,Bachelors ,5.0,2.0,1.0,5.0,5.0
